Player Name,Years Played,Birth City,Birth State,Birth Country,Playing City,Seasons Played,Games Played,Minutes Played,Field Goals %,3 Points %,Total Rebounds,Total Points
Gary Alexander,1,Jacksonville,Florida,USA,Cleveland,0,11,55,0.571,,15,1.7
Randy Allen,2,Milton,Florida,USA,Sacramento,1,70,789,0.442,0,145,3.6
Chucky Atkins,11,Orlando,Florida,USA,Detroit,11,696,17304,0.412,0.364,1186,9.9
Vin Baker,13,Lake Wales,Florida,USA,Los Angeles,12,791,25737,0.485,0.215,5867,15
Otis Birdsong,12,Winter Haven,Florida,USA,Boston,11,696,21627,0.506,0.274,2072,18
Steve Blake,13,Hollywood,Florida,USA,Detroit,13,870,20823,0.401,0.383,1816,6.5
Ricky Blanton,1,Miami,Florida,USA,Chicago,0,2,13,0.429,,3,3
Tony Bobbitt,1,Daytona,Florida,USA,,1,2,12,0.4,0.5,3,2.5
Alex Bradley,1,Bradenton,Florida,USA,New York,0,39,331,0.524,0,65,3.5
Mike Brittain,2,Clearwater,Florida,USA,San Antonio,1,38,248,0.5,,53,1.7
Dee Brown,12,Jacksonville,Florida,USA,,11,608,16843,0.436,0.357,1569,11.1
Nick Calathes,2,Casselberry,Florida,USA,Memphis,1,129,2011,0.441,0.288,243,4.6
Norris Coleman,1,Jacksonville,Florida,USA,Los Angeles,0,29,431,0.346,0.5,81,5.3
James Collins,1,Jacksonville,Florida,USA,Los Angeles,0,23,103,0.382,0.45,14,2.6
Chris Corchiani,3,Coral Gables,Florida,USA,Boston,2,112,1313,0.421,0.269,129,3.7
Marquis Daniels,10,Jasper,Florida,USA,Milwaukee,10,548,11707,0.451,0.235,1552,7.9
Ben Davis,4,Vero Beach,Florida,USA,,4,40,154,0.356,,53,1.4
Darryl Dawkins,14,Orlando,Florida,USA,Detroit,13,726,17235,0.572,0.133,4432,12
Mickey Dillard,1,Hollywood,Florida,USA,Cleveland,0,33,221,0.367,0,15,2.2
Keyon Dooling,13,Ft. Lauderdale,Florida,USA,Memphis,13,728,14134,0.416,0.349,964,7
Zabian Dowdell,1,Pahokee,Florida,USA,Phoenix,1,24,292,0.408,0.3,20,5
Doug Edwards,3,Miami,Florida,USA,Vancouver,2,85,838,0.378,0,153,2.4
Reggie Evans,13,Pensacola,Florida,USA,Sacramento,12,809,15572,0.465,0.091,5765,4.1
Daniel Ewing,2,Milton,Florida,USA,Los Angeles,1,127,1683,0.389,0.295,158,3.4
Alonzo Gee,8,Riviera Beach,Florida,USA,,7,416,9067,0.434,0.325,1358,6.6
Anthony Goldwire,8,West Palm Beach,Florida,USA,,7,266,4951,0.407,0.386,359,6.3
Kenny Green,2,Eustis,Florida,USA,Philadelphia,1,60,625,0.412,0,101,4.4
Taurean Green,1,Fort Lauderdale,Florida,USA,Denver,0,17,74,0.28,0.182,10,1.6
Orien Greene,4,Gainesville,Florida,USA,,3,131,1555,0.387,0.212,195,2.5
Glenn Hagan,1,Sanford,Florida,USA,Detroit,0,4,25,0.429,,4,1.8
Tom Hammonds,12,Fort Walton,Florida,USA,,11,687,10419,0.48,0,2243,5.3
Alvin Heggs,1,Jacksonville,Florida,USA,Houston,0,4,14,0.6,,2,2
Jerome James,9,Tampa,Florida,USA,Chicago,9,358,4771,0.485,0,1099,4.3
Tim James,3,Miami,Florida,USA,New York,3,43,261,0.329,0.333,46,1.6
Chris Johnson,4,Orlando,Florida,USA,Utah,4,147,2274,0.392,0.307,295,4.4
Clemon Johnson,10,Monticello,Florida,USA,Seattle,9,761,13310,0.492,0,3508,5.4
Eddie Johnson,10,Ocala,Florida,USA,Seattle,9,675,19975,0.476,0.326,1522,15.1
Frank Johnson,10,Weirsdale,Florida,USA,Phoenix,9,596,12897,0.439,0.218,1025,8.3
Dominique Jones,3,Lake Wales,Florida,USA,,2,80,741,0.366,0.095,114,3.1
Eddie Jones,14,Pompano Beach,Florida,USA,Dallas,14,954,32778,0.437,0.373,3857,14.8
Jumaine Jones,8,Cocoa,Florida,USA,Phoenix,8,471,9780,0.424,0.349,1987,7.1
Solomon Jones,8,Eustis,Florida,USA,,7,281,3092,0.467,0.111,654,3
Greg Kelser,6,Panama City,Florida,USA,Indiana,5,305,6032,0.486,0.167,1402,9.7
Tarence Kinsey,3,Tampa,Florida,USA,Cleveland,3,109,1340,0.453,0.324,147,4.7
Curtis Kitchen,1,Cape Coral,Florida,USA,Seattle,0,6,31,0.5,0,9,1.5
Clifford Lett,2,Pensacola,Florida,USA,San Antonio,1,11,127,0.432,0,7,3.5
Anthony Mason,13,Miami,Florida,USA,Milwaukee,13,882,30605,0.509,0.167,7279,10.9
Wes Matthews,9,Sarasota,Florida,USA,Atlanta,8,465,9305,0.478,0.225,626,7.9
Vernon Maxwell,13,Gainesville,Florida,USA,Dallas,12,855,24309,0.398,0.32,2200,12.8
Travis Mays,3,Ocala,Florida,USA,Atlanta,2,115,2964,0.41,0.362,233,11.1
George Mccloud,12,Daytona Beach,Florida,USA,Denver,12,766,17429,0.402,0.358,2342,9
Tracy Mcgrady,15,Bartow,Florida,USA,San Antonio,16,938,30658,0.435,0.338,5276,19.6
Will Perdue,13,Melbourne,Florida,USA,Portland,12,792,12360,0.515,0.067,3918,4.7
Ed Rains,2,Ocala,Florida,USA,San Antonio,1,83,929,0.423,0,124,3.5
Ryan Reid,1,Lauderdale Lakes,Florida,USA,,0,5,17,0.8,,2,1.6
Richard Rellford,1,Riviera Beach,Florida,USA,San Antonio,0,4,42,0.625,,7,4
Glen Rice,2,Miami,Florida, ,,1,16,152,0.269,0.25,24,2.7
Chris Richard,2,Lakeland,Florida,USA,Chicago,2,70,780,0.483,,194,1.9
Mitch Richmond,14,Fort Lauderdale,Florida,USA,Los Angeles,13,976,34309,0.455,0.388,3801,21
Rick Robey,8,Coral Gables,Florida,USA,Phoenix,7,493,8824,0.501,0.125,2301,7.6
David Robinson,14,Key West,Florida,USA,San Antonio,13,987,34271,0.518,0.25,10497,21.1
Truck Robinson,11,Jacksonville,Florida,USA,New York,10,772,25141,0.483,1,7267,15.5
Tree Rollins,18,Winter Haven,Florida,USA,Orlando,17,1156,24028,0.522,0,6750,5.4
Clifford Rozier,4,Bradenton,Florida,USA,,3,173,2984,0.496,0.182,897,4.8
Dwayne Schintzius,8,Brandon,Florida,USA,Boston,7,217,1950,0.404,0.125,536,2.7
Tom Sewell,1,Pensacola,Florida,USA,Washington,0,21,87,0.25,0,4,1
Otis Smith,6,Jacksonville,Florida,USA,Orlando,5,375,7720,0.455,0.251,1416,10.5
Theron Smith,2,Bartow,Florida,USA,,2,53,688,0.335,0.375,157,2.8
Amar'E Stoudemire,14,Lake Wales,Florida,USA,Miami,14,846,26254,0.537,0.236,6632,18.9
Jermaine Taylor,2,Tavares,Florida,USA,,1,65,786,0.441,0.284,108,5.4
Jim Thomas,4,Lakeland,Florida,USA,Minnesota,3,161,3361,0.471,0.17,418,8.4
Otis Thorpe,17,Boynton Beach,Florida,USA,Charlotte,16,1257,39822,0.546,0.047,10370,14
David Vanterpool,1,Daytona Beach,Florida,USA,Washington,0,22,411,0.418,0,37,5.5
Darius Washington,1,Winter Park,Florida,USA,,1,18,146,0.438,0.333,20,2.9
Lorenzo Williams,7,Ocala,Florida,USA,,6,253,5535,0.469,0,1603,3
Shareef Abdur-Rahim,12,Marietta,Georgia,USA,Sacramento,12,830,28882,0.472,0.297,6239,18.1
Jordan Adams,2,Atlanta,Georgia,USA,Memphis,2,32,263,0.402,0.385,30,3.2
Morris Almond,3,Dalton,Georgia,USA,Washington,3,38,361,0.381,0.292,46,3.1
Shandon Anderson,10,Atlanta,Georgia,USA,Miami,9,719,15946,0.457,0.316,2252,7.4
William Avery,3,Augusta,Georgia,USA,Philadelphia,3,142,1205,0.33,0.255,93,2.7
James Bailey,9,Dublin,Georgia,USA,Phoenix,8,595,11625,0.484,0.077,2988,8.8
Ray Blume,1,Valdosta,Georgia,USA,Chicago,0,49,546,0.459,0.222,41,4.6
Jamison Brewer,4,East Point,Georgia,USA,,3,54,468,0.372,0.25,50,1.6
Raymond Brown,1,Atlanta,Georgia,USA,Utah,0,16,56,0.286,,15,1
Kelvin Cato,10,Atlanta,Georgia,USA,New York,10,541,10617,0.507,0.077,2874,5.5
Art Collins,1,Sandersville,Georgia,USA,Atlanta,0,29,395,0.354,0,41,3.2
Wayne Cooper,14,Milan,Georgia,USA,Portland,13,984,20274,0.457,0.146,6095,7.9
Lanard Copeland,2,Atlanta,Georgia,USA,Los Angeles,1,33,158,0.418,0.143,17,2.7
Javaris Crittenton,2,Atlanta,Georgia,USA,Washington,2,113,1853,0.442,0.231,276,5.3
Corey Crowder,2,Carrollton,Georgia,USA,San Antonio,1,58,357,0.369,0.382,44,2.1
Vonteego Cummings,3,Thomson,Georgia,USA,,3,199,3789,0.383,0.321,373,6.9
William Cunningham,2,Augusta,Georgia,USA,New Jersey,1,23,201,0.259,,38,0.6
Jermareo Davidson,2,Atlanta,Georgia,USA,Golden State,2,52,433,0.425,,96,3.1
Dale Davis,16,Toccoa,Georgia,USA,Detroit,16,1094,29606,0.53,0,8605,8
Jacky Dorsey,3,Atlanta,Georgia,USA,Seattle,2,60,449,0.389,,141,2.4
Dale Ellis,17,Marietta,Georgia,USA,,16,1209,34778,0.479,0.403,4201,15.7
Harold Ellis,3,Atlanta,Georgia,USA,Denver,2,145,1923,0.527,0.048,291,5.8
Pervis Ellison,11,Savannah,Georgia,USA,,10,474,11593,0.51,0.05,3170,9.5
Gerald Fitch,1,Columbus,Georgia,USA,,1,18,239,0.337,0.269,30,4.7
Joseph Forte,2,Atlanta,Georgia,USA,Seattle,2,25,125,0.234,0,17,1.2
Walt Frazier,13,Atlanta,Georgia,USA,Cleveland,12,825,30965,0.49,0,4830,18.9
Mike Glenn,10,Rome,Georgia,USA,Milwaukee,9,593,9617,0.542,0.286,710,7.6
Dion Glover,6,Marietta,Georgia,USA,,5,294,6132,0.411,0.317,897,8.2
Andrew Goudelock,3,Gainesville,Georgia,USA,Houston,3,49,475,0.393,0.345,34,4
Harvey Grant,11,Augusta,Georgia,USA,Philadelphia,10,783,20510,0.469,0.267,3436,9.9
Horace Grant,17,Augusta,Georgia,USA,Los Angeles,17,1165,38621,0.509,0.063,9443,11.2
Ken Green,1,Newman,Georgia,USA,New York,0,7,72,0.481,,27,4.4
Derek Harper,16,Elberton,Georgia,USA,Los Angeles,15,1199,37786,0.463,0.354,2884,13.3
Donnell Harvey,5,Shellman,Georgia,USA,,5,205,3318,0.46,0.1,827,5.6
Jarvis Hayes,7,Atlanta,Georgia,USA,New Jersey,7,427,9898,0.415,0.356,1330,8.3
Cedric Henderson,1,Marietta,Georgia,USA,Milwaukee,0,8,16,0.5,,8,1.4
Bernard James,3,Savannah,Georgia,USA,Dallas,2,92,761,0.497,0,212,2.2
Dontell Jefferson,1,Lithonia,Georgia,USA,Charlotte,1,6,84,0.5,0.5,12,4.8
Alexander Johnson,2,Albany,Georgia,USA,Houston,3,102,1302,0.517,,275,4.3
Reggie Johnson,4,Atlanta,Georgia,USA,New Jersey,3,305,5979,0.505,0.143,1238,8.4
Dequan Jones,1,Stone Mountain,Georgia,USA,Orlando,1,63,803,0.436,0.257,105,3.7
Jonathan Kerner,1,Atlanta,Georgia,USA,Seattle,1,1,5,0,,0,0
Frankie King,2,Baxley,Georgia,USA,Philadelphia,1,13,79,0.357,0.333,16,2.1
Gani Lawal,1,College Park,Georgia,USA,Phoenix,1,1,2,,,0,0
Travis Leslie,1,Atlanta,Georgia,USA,,1,10,45,0.357,,9,1.4
Darrell Lockhart,1,Thomaston,Georgia,USA,San Antonio,0,2,14,1,,3,2
Greg Minor,5,Sandersville,Georgia,USA,,4,277,5144,0.478,0.226,741,6.9
Mike Mitchell,10,Atlanta,Georgia,USA,San Antonio,9,759,24537,0.493,0.216,4246,19.8
Sam Mitchell,13,Columbus,Georgia,USA,Minnesota,12,994,22257,0.447,0.223,3711,8.7
Tony Mitchell,1,Swainsboro,Georgia,USA,,1,3,10,0.6,0,1,2
Chris Morris,11,Atlanta,Georgia,USA,Phoenix,10,747,18748,0.441,0.306,3544,11
Kevin Murphy,1,Atlanta,Georgia,USA,Utah,1,17,52,0.25,0.2,4,0.9
Norm Nixon,10,Macon,Georgia,USA,Los Angeles,9,768,27250,0.483,0.294,1991,15.7
Myles Patrick,1,Macon,Georgia,USA,Los Angeles,0,3,9,0.4,,2,1.7
Lavor Postell,3,Albany,Georgia,USA,New York,3,61,446,0.335,0.25,45,3.2
Robert Reid,13,Atlanta,Georgia,USA,Philadelphia,12,919,25109,0.458,0.291,4168,11.4
Chris Robinson,2,Columbus,Georgia,USA,Sacramento,1,76,1095,0.376,0.374,117,4.6
Jeff Sanders,4,Augusta,Georgia,USA,Atlanta,3,55,462,0.395,,103,2
Garret Siler,1,Augusta,Georgia,USA,Phoenix,1,21,101,0.548,,28,2.1
Chris Singleton,3,Canton,Georgia, ,Washington,2,148,2605,0.376,0.319,472,4.1
Derek Smith,9,Hogansville,Georgia,USA,Boston,8,408,9825,0.499,0.294,1300,12.8
Jabari Smith,4,Atlanta,Georgia,USA,New Jersey,4,108,1063,0.413,0.125,178,3
Elmore Spencer,5,Atlanta,Georgia,USA,,4,157,2641,0.516,0,555,5.9
Mark Strickland,8,Atlanta,Georgia,USA,,8,281,3415,0.488,0.222,771,4.6
Aaron Swinson,1,Brunswick,Georgia,USA,Phoenix,0,9,51,0.556,,8,2.7
Kenny Thomas,11,Atlanta,Georgia,USA,,11,632,17306,0.465,0.244,4341,9.3
Al Thornton,4,Perry,Georgia,USA,Golden State,4,296,8274,0.452,0.293,1233,11.9
Sedale Threatt,14,Atlanta,Georgia,USA,Houston,13,951,22436,0.485,0.293,1709,9.8
Kenny Walker,7,Roberta,Georgia,USA,Washington,6,448,9050,0.485,0.206,1793,7
Charlie Ward,11,Thomasville,Georgia,USA,,11,630,14080,0.408,0.364,1648,6.3
Gerald Wilkins,13,Atlanta,Georgia,USA,,12,900,26084,0.45,0.316,2646,13
Corey Williams,2,Twiggs,Georgia,USA,Minnesota,1,39,288,0.367,0.25,37,2.4
Dontonio Wingfield,4,Albany,Georgia,USA,,3,114,1146,0.389,0.309,275,3.7
Al Wood,6,Gray,Georgia,USA,Dallas,5,417,9939,0.465,0.211,1262,11.8
Sharone Wright,4,Macon,Georgia,USA,,3,203,4531,0.456,0.083,1023,9.7
Cedric Ceballos,11,Maui,Hawaii,USA,Miami,10,609,14712,0.5,0.309,3258,14.3
Steve Hayes,5,American Falls,Idaho,USA,Utah,4,212,2296,0.482,0,526,2.6
Luke Ridnour,12,Coeur d'Alene,Idaho,USA,Orlando,11,830,21623,0.431,0.349,1877,9.3
Dale Wilkinson,1,Pocatello,Idaho,USA,Los Angeles,0,12,45,0.25,0,4,1.2
Mark Aguirre,13,Chicago,Illinois,USA,Los Angeles,12,923,27730,0.484,0.312,4578,20
Cliff Alexander,1,Chicago,Illinois,USA,Portland,1,8,36,0.5,,6,1.3
Ashraf Amaya,2,Oak Park,Illinois,USA,,1,85,1248,0.455,0.5,355,4.5
Eric Anderson,2,Chicago,Illinois,USA,New York,1,27,83,0.343,1,31,1.6
Nick Anderson,13,Chicago,Illinois,USA,Cleveland,13,800,24922,0.446,0.356,4064,14.4
Ron Anderson,10,Chicago,Illinois,USA,Washington,9,664,15112,0.471,0.287,2312,10.6
James Augustine,2,Midlothian,Illinois,USA,Orlando,1,27,156,0.514,,33,1.6
Maurice Baker,1,Granite City,Illinois,USA,,1,5,19,0,,2,0
Kenny Battle,4,Aurora,Illinois,USA,Boston,3,134,1795,0.504,0.133,327,4.7
Elmer Bennett,3,Evanston,Illinois,USA,,2,21,159,0.34,0.273,10,2.3
Cory Blackwell,1,Chicago,Illinois,USA,Seattle,0,60,551,0.367,0,96,3.4
Walter Bond,3,Chicago,Illinois,USA,Utah,2,153,2427,0.409,0.299,289,5.7
Donnie Boyce,2,Chicago,Illinois,USA,,1,30,195,0.349,0.25,25,2.6
A.J. Bramlett,1,Dekalb,Illinois,USA,,0,8,61,0.19,,22,1
Brad Branson,2,Harvey,Illinois,USA,Indiana,1,72,856,0.422,0,206,5.4
Jim Brewer,9,Maywood,Illinois,USA,Los Angeles,8,703,15936,0.448,0.077,4458,5.8
Andre Brown,3,Chicago,Illinois,USA,,3,75,598,0.516,0,178,2.6
Randy Brown,12,Chicago,Illinois,USA,Phoenix,12,655,11533,0.417,0.2,1173,4.8
Shannon Brown,9,Maywood,Illinois,USA,,8,408,7329,0.42,0.332,760,7.6
Tony Brown,7,Chicago,Illinois,USA,Seattle,6,360,6006,0.437,0.259,766,6
Quinn Buckner,10,Phoenix,Illinois,USA,Indiana,9,719,16245,0.461,0.184,1969,8.2
Will Bynum,8,Chicago,Illinois,USA,Washington,8,360,6611,0.442,0.272,561,8.1
Corky Calhoun,8,Waukegan,Illinois,USA,Indiana,7,542,10901,0.46,,1962,5.3
Brian Cardinal,12,Tolono,Illinois,USA,Dallas,12,456,6477,0.408,0.372,1050,4.6
Maurice Cheeks,15,Chicago,Illinois,USA,New Jersey,14,1101,34845,0.523,0.255,3088,11.1
Keon Clark,6,Danville,Illinois,USA,Phoenix,6,353,7971,0.5,0.053,2096,8.2
Doug Collins,8,Christopher,Illinois,USA,Philadelphia,7,415,13945,0.501,0,1339,17.9
Sherron Collins,1,Chicago,Illinois,USA,,0,20,66,0.28,0.2,5,0.9
Brian Cook,9,Lincoln,Illinois,USA,Washington,9,421,5649,0.439,0.382,1115,5.5
Dave Corzine,13,Arlington Heights,Illinois,USA,Seattle,12,891,20772,0.484,0.189,5262,8.5
Jeff Cross,1,Chicago,Illinois,USA,Los Angeles,0,21,128,0.25,,30,1.2
Russell Cross,1,Chicago,Illinois,USA,Golden State,0,45,354,0.571,,82,3.7
Terry Cummings,18,Chicago,Illinois,USA,,17,1183,33898,0.484,0.295,8630,16.4
Eddy Curry,11,Harvey,Illinois,USA,,10,527,13109,0.545,1,2725,12.9
Todd Day,8,Decatur,Illinois,USA,,7,483,12214,0.406,0.345,1649,12.3
Justin Dentmon,2,Carbondale,Illinois,USA,,1,8,95,0.333,0.143,8,3.3
Bruce Douglas,1,Quincy,Illinois,USA,Sacramento,0,8,98,0.292,0,14,1.8
Nate Driggers,1,Chicago,Illinois,USA,Boston,0,15,132,0.302,0,22,2.4
Kevin Duckworth,11,Harvey,Illinois,USA,Los Angeles,10,684,17462,0.468,0.208,3945,11.8
Tony Dumas,4,Chicago,Illinois,USA,,3,156,2222,0.404,0.327,198,7.3
Acie Earl,4,Peoria,Illinois,USA,Milwaukee,3,193,2512,0.403,0,517,5.1
Bo Ellis,3,Chicago,Illinois,USA,Denver,2,168,1984,0.431,0,482,3.6
Laphonso Ellis,11,East St. Louis,Illinois,USA,Miami,11,624,17616,0.452,0.302,4032,11.9
Melvin Ely,9,Harvey,Illinois,USA,New Orleans,8,375,6005,0.46,0,1215,5.3
Brian Evans,3,Rockford,Illinois,USA,,2,102,1097,0.381,0.343,164,3.7
Michael Finley,15,Melrose Park,Illinois,USA,Boston,15,1103,37996,0.444,0.375,4804,15.7
Chad Gallagher,1,Rockford,Illinois,USA,Utah,0,2,3,1,,0,3
Kevin Gamble,10,Springfield,Illinois,USA,,9,649,14508,0.502,0.36,1457,9.5
Kiwane Garris,2,Chicago,Illinois,USA,Sacramento,2,31,248,0.32,0.333,20,2.3
Kendall Gill,15,Chicago,Illinois,USA,,14,966,29481,0.434,0.3,4002,13.4
Rickey Green,14,Chicago,Illinois,USA,Boston,13,946,23271,0.469,0.207,1819,9.4
Derek Grimm,1,Peoria,Illinois,USA,,0,9,34,0.286,0.333,4,1.6
A.J. Guyton,3,Peoria,Illinois,USA,Los Angeles,3,80,1246,0.377,0.378,80,5.5
Mike Hall,1,Chicago,Illinois,USA,Washington,1,2,13,0.25,,2,1
Thomas Hamilton,2,Chicago,Illinois,USA,New Orleans,2,33,343,0.4,,112,3.2
Luke Harangody,2,Decatur,Illinois,USA,Cleveland,2,70,871,0.376,0.241,196,3.6
Tim Hardaway,13,Chicago,Illinois,USA,,13,867,30626,0.431,0.355,2855,17.7
Mike Harper,2,Chicago,Illinois,USA,Portland,1,123,1894,0.474,0,432,5
Hersey Hawkins,13,Chicago,Illinois,USA,Charlotte,12,983,32034,0.461,0.394,3554,14.7
Luther Head,6,Chicago,Illinois,USA,,5,348,7797,0.423,0.388,845,8.2
Craig Hodges,10,Park Forest,Illinois,USA,Chicago,9,695,15077,0.461,0.4,937,8.5
Randy Holcomb,1,Chicago,Illinois,USA,,0,4,11,1,,1,0.5
Jeff Hornacek,14,Elmhurst,Illinois,USA,Utah,13,1077,33964,0.496,0.403,3646,14.5
Ed Horton,1,Springfield,Illinois,USA,Washington,0,45,374,0.494,0,108,4.5
Juwan Howard,19,Chicago,Illinois,USA,Miami,19,1208,36654,0.469,0.12,7428,13.4
Troy Hudson,11,Carbondale,Illinois,USA,,10,517,11280,0.401,0.339,877,9
Alfredrick Hughes,1,Chicago,Illinois,USA,San Antonio,0,68,866,0.409,0.176,113,5.2
Steven Hunter,8,Chicago,Illinois,USA,Memphis,8,400,5993,0.56,0,1264,4.5
Byron Irvin,3,LaGrange,Illinois,USA,Washington,2,87,849,0.471,0.35,123,5.2
Othyus Jeffers,3,Chicago,Illinois,USA,Minnesota,2,37,442,0.46,0.167,95,3.8
Armon Johnson,2,Chicago,Illinois, ,New Jersey,2,47,401,0.458,0.4,49,3.3
Eddie Johnson,17,Chicago,Illinois,USA,,16,1199,32604,0.472,0.335,4832,16
Linton Johnson,6,Chicago,Illinois,USA,Chicago,6,151,2111,0.416,0.305,493,3.9
Mickey Johnson,12,Chicago,Illinois,USA,New Jersey,11,904,25005,0.449,0.165,6465,14.1
Reggie Jordan,6,Chicago,Illinois,USA,,5,186,1662,0.433,0.333,343,2.7
Sean Lampley,2,Harvey,Illinois,USA,,1,45,550,0.463,0,94,4.5
Dan Langhi,4,Chicago,Illinois,USA,,3,133,1253,0.391,0.289,199,3
Priest Lauderdale,2,Chicago,Illinois,USA,Denver,1,74,525,0.472,0,143,3.4
Doug Lee,3,Washington,Illinois,USA,Sacramento,2,73,415,0.412,0.31,42,2.3
Gary Leonard,3,Belleville,Illinois,USA,Atlanta,2,31,149,0.459,0,34,1.4
Jim Les,7,Niles,Illinois,USA,Atlanta,6,321,4222,0.397,0.396,396,3.8
Marcus Liberty,4,Chicago,Illinois,USA,Detroit,3,267,4568,0.417,0.34,925,7.3
Scott Lloyd,6,Chicago,Illinois,USA,Dallas,5,372,5638,0.425,0.286,1114,4.6
Sam Mack,7,Chicago,Illinois,USA,,6,259,5028,0.4,0.374,533,7.8
Corey Maggette,14,Melrose Park,Illinois,USA,Detroit,14,827,23358,0.453,0.324,4022,16
Renaldo Major,1,Chicago,Illinois,USA,,1,1,27,0.2,,2,5
Shawn Marion,16,Waukegan,Illinois,USA,Cleveland,15,1163,40097,0.484,0.331,10101,15.2
Marlon Maxey,2,Chicago,Illinois,USA,Minnesota,1,98,1146,0.542,0,363,4.9
Jason Maxiell,10,Chicago,Illinois,USA,Charlotte,9,618,11379,0.495,0,2576,5.6
Sean May,4,Chicago,Illinois,USA,Sacramento,4,119,1868,0.458,0.231,481,6.9
Mel Mccants,1,Chicago,Illinois,USA,Los Angeles,0,13,65,0.308,,6,1.7
Kelly Mccarty,1,Chicago,Illinois,USA,Denver,0,2,4,0.667,,3,2
Amal Mccaskill,4,Maywood,Illinois,USA,Philadelphia,4,114,968,0.377,0,213,1.8
Billy Mckinney,7,Waukegan,Illinois,USA,Chicago,6,476,9189,0.493,0.063,677,8
Jerel Mcneal,1,Chicago,Illinois,USA,Phoenix,2,6,36,0.273,0.5,3,1.5
Paul Mcpherson,1,Chicago,Illinois,USA,Golden State,0,55,595,0.505,0.167,79,4.8
Scott Meents,2,Kankakee,Illinois,USA,Seattle,1,39,201,0.361,1,40,1.8
Darius Miles,7,Belleville,Illinois,USA,Memphis,7,446,11730,0.472,0.168,2190,10.1
Quincy Miller,3,Chicago,Illinois,USA,Detroit,3,69,934,0.35,0.292,169,4.3
Nazr Mohammed,18,Chicago,Illinois,USA,Oklahoma City,18,1005,15891,0.486,0,4708,5.8
Andre Moore,1,Chicago,Illinois,USA,Milwaukee,0,10,50,0.333,,14,2.4
Howard Nathan,1,Peoria,Illinois,USA,Atlanta,0,5,15,0.556,0,0,2.6
Tyrone Nesby,4,Cairo,Illinois,USA,Washington,3,255,6659,0.404,0.316,941,9.5
Carl Nicks,3,Chicago,Illinois,USA,Cleveland,2,156,2579,0.462,0,297,6.8
Ken Norman,10,Chicago,Illinois,USA,,9,646,18992,0.486,0.312,3949,13.5
Steve Novak,11,Libertyville,Illinois,USA,,10,463,5646,0.437,0.43,590,4.7
Jawann Oldham,10,Chicago,Illinois,USA,Indiana,9,329,5241,0.479,0,1353,4.4
Brian Oliver,4,Chicago,Illinois,USA,,3,118,1182,0.388,0.227,123,3.3
Dean Oliver,2,Quincy,Illinois,USA,Golden State,1,35,232,0.32,0.158,24,1.8
Jannero Pargo,11,Chicago,Illinois,USA,,10,499,7449,0.391,0.356,701,6.4
Jeremy Pargo,2,Chicago,Illinois,USA,,1,83,1079,0.373,0.313,86,4.7
Anthony Parker,9,Naperville,Illinois,USA,Cleveland,9,494,13752,0.444,0.404,1574,9.1
Sonny Parker,6,Chicago,Illinois,USA,Golden State,5,452,10916,0.501,0,1841,9.9
Roger Phegley,6,East Peoria,Illinois,USA,Dallas,5,345,5803,0.47,0.253,702,8.7
Kevin Porter,10,Chicago,Illinois,USA,Washington,9,659,19107,0.483,0.188,1179,11.6
Roger Powell,1,Joliet,Illinois,USA,,1,3,13,0,0,3,0.7
Quentin Richardson,13,Chicago,Illinois,USA,New York,13,783,20785,0.397,0.355,3666,10.3
Doc Rivers,13,Chicago,Illinois,USA,San Antonio,12,864,23567,0.444,0.328,2625,10.9
Bill Robinzine,7,Chicago,Illinois,USA,Utah,6,529,11432,0.482,0.25,3209,10.5
Russ Schoene,4,Trenton,Illinois,USA,Seattle,3,290,3548,0.435,0.335,735,5.1
Jack Sikma,14,Kankakee,Illinois,USA,Milwaukee,13,1107,36943,0.464,0.328,10816,15.6
Bobby Simmons,10,Chicago,Illinois,USA,Los Angeles,10,466,11513,0.437,0.396,1791,9
James Singleton,5,Chicago,Illinois, ,Washington,5,243,3252,0.462,0.292,910,3.9
Leon Smith,2,Chicago,Illinois,USA,Seattle,2,15,104,0.393,,33,2.2
Everette Stephens,2,Evanston,Illinois,USA,Milwaukee,1,38,215,0.333,0.2,23,1.9
Awvee Storey,3,Chicago,Illinois,USA,Milwaukee,3,60,407,0.414,0.25,81,2.4
Barry Sumpter,1,Brooklyn,Illinois,USA,Los Angeles,0,1,1,0,,0,0
Jay Taylor,1,Aurora,Illinois,USA,New Jersey,0,17,114,0.404,0.231,11,3
Mike Taylor,1,Chicago,Illinois,USA,Los Angeles,1,51,771,0.412,0.325,87,5.7
Isiah Thomas,13,Chicago,Illinois,USA,Detroit,12,979,35516,0.452,0.29,3478,19.2
Andy Toolson,2,Chicago,Illinois,USA,Utah,1,60,523,0.397,0.341,73,2.7
Alando Tucker,3,Lockport,Illinois,USA,,3,51,426,0.423,0.294,49,4.1
Kelvin Upshaw,3,Chicago,Illinois,USA,Dallas,2,120,1518,0.453,0.237,145,5.4
Darnell Valentine,9,Chicago,Illinois,USA,Cleveland,8,620,14395,0.437,0.261,1318,8.7
Andre Wakefield,2,Chicago,Illinois,USA,Utah,1,81,633,0.354,,80,2.3
Antoine Walker,12,Chicago,Illinois,USA,Minnesota,12,893,31531,0.414,0.325,6891,17.5
Darrell Walker,10,Chicago,Illinois,USA,Chicago,9,720,18601,0.435,0.059,3134,8.9
