Player Name,Years Played,Birth City,Birth State,Birth Country,Playing City,Seasons Played,Games Played,Minutes Played,Field Goals %,3 Points %,Total Rebounds,Total Points
Anthony Carter,13,Milwaukee,Wisconsin,USA,,13,623,12184,0.404,0.25,1302,4.8
Travis Diener,5,Fond du Lac,Wisconsin,USA,Portland,5,179,2660,0.388,0.353,243,4.8
Patrick Eddie,1,Milwaukee,Wisconsin,USA,New York,0,4,13,0.222,,1,1
Reece Gaines,3,Madison,Wisconsin,USA,,2,71,605,0.324,0.269,53,1.7
Diante Garrett,2,Milwaukee,Wisconsin, ,Utah,1,90,1197,0.373,0.351,112,3.2
Jay Guidinger,2,Milwaukee,Wisconsin,USA,Cleveland,1,64,346,0.402,,97,1.5
Mark Jones,1,Milwaukee,Wisconsin,USA,Orlando,0,10,116,0.29,0,13,2.3
Wayne Kreklow,1,Neenah,Wisconsin,USA,Boston,0,25,100,0.234,0.25,12,1.2
Carl Landry,9,Milwaukee,Wisconsin,USA,Philadelphia,9,513,11524,0.535,0.3,2533,10.8
Marcus Landry,1,Milwaukee,Wisconsin,USA,,1,18,111,0.372,0.321,19,2.4
Steve Lingenfelter,2,Eau Claire,Wisconsin,USA,San Antonio,1,10,67,0.714,,16,1
Ray Mccallum,3,Madison,Wisconsin,USA,,3,154,2808,0.408,0.335,306,6
Jim Mcilvaine,7,Racine,Wisconsin,USA,,6,401,5927,0.446,0.1,1243,2.7
John Mengelt,10,Lacrosse,Wisconsin,USA,Golden State,9,636,12788,0.479,0,1221,9.8
Chris Mihm,8,Milwaukee,Wisconsin,USA,Memphis,8,436,8758,0.459,0.231,2302,7.5
Dick Miller,1,Milwaukee,Wisconsin,USA,Utah,0,8,53,0.444,0,7,1
Tony Mitchell,1,Milwaukee,Wisconsin,USA,,2,21,79,0.417,1,26,1
Kurt Nimphius,8,Milwaukee,Wisconsin,USA,Philadelphia,7,564,11441,0.487,0.1,2474,6.4
Terry Porter,17,Milwaukee,Wisconsin,USA,San Antonio,16,1274,35354,0.463,0.386,3872,12.2
Alex Scales,1,Racine,Wisconsin,USA,,0,1,0,,,0,0
Jerry Smith,1,Wauwatosa,Wisconsin,USA,,0,5,46,0.214,0.167,7,1.4
Tony Smith,9,Wauwatosa,Wisconsin,USA,,8,457,7295,0.431,0.307,735,5.5
Latrell Sprewell,13,Milwaukee,Wisconsin,USA,Minnesota,13,913,35270,0.425,0.337,3724,18.3
Greg Stiemsma,4,Randolph,Wisconsin,USA,Toronto,4,203,3048,0.509,0,679,3.2
Nick Van Exel,13,Kenosha,Wisconsin,USA,San Antonio,12,880,28969,0.405,0.357,2545,14.4
Kyle Weaver,3,Janesville,Wisconsin,USA,,2,73,1379,0.441,0.353,158,5
Mike Wilks,7,Milwaukee,Wisconsin,USA,,7,233,2240,0.402,0.321,228,2.5
Joe Wolf,11,Kohler,Wisconsin,USA,,10,592,9636,0.423,0.164,1933,4.2
Michael Adams,11,Hartford,Connecticut,USA,Charlotte,10,653,20446,0.415,0.332,1900,14.7
Chuck Aleksinas,1,Litchfield,Connecticut,USA,Golden State,0,74,1114,0.478,0,270,5.1
Courtney Alexander,3,Bridgeport,Connecticut,USA,New Orleans,3,187,4067,0.422,0.339,409,9
John Bagley,11,Bridgeport,Connecticut,USA,Atlanta,10,665,17120,0.437,0.241,1729,8.7
Scott Burrell,8,New Haven,Connecticut,USA,Charlotte,7,383,7592,0.418,0.373,1332,6.9
Marcus Camby,17,Hartford,Connecticut,USA,New York,17,973,28684,0.466,0.205,9513,9.5
Keith Closs,3,Hartford,Connecticut,USA,Los Angeles,3,130,1647,0.471,0,372,3.9
Chris Dudley,16,Stamford,Connecticut,USA,Portland,16,886,16321,0.412,0,5457,3.9
John Garris,1,Bridgeport,Connecticut,USA,Cleveland,0,33,267,0.51,,77,4
Mike Gminski,14,Monroe,Connecticut,USA,Milwaukee,13,938,24058,0.465,0.122,6480,11.7
Ryan Gomes,8,Waterbury,Connecticut,USA,,7,487,13463,0.445,0.349,2239,10.1
Jim Johnstone,1,New Canaan,Connecticut,USA,Detroit,0,23,191,0.367,,46,1.3
Bruce Kuczenski,1,Bristol,Connecticut,USA,Indiana,0,15,119,0.27,,23,1.9
Rick Mahorn,18,Hartford,Connecticut,USA,Philadelphia,17,1117,25779,0.493,0.132,6957,6.9
Tharon Mayes,1,New Haven,Connecticut,USA,Los Angeles,0,24,255,0.303,0.366,16,4.1
Calvin Murphy,13,Norwalk,Connecticut,USA,Houston,12,1002,30607,0.482,0.139,2103,17.9
Jay Murphy,4,Meriden,Connecticut,USA,Washington,3,67,436,0.332,0,111,2.4
John Pinone,1,Hartford,Connecticut,USA,Atlanta,0,7,65,0.538,,10,2.9
Charles Smith,9,Bridgeport,Connecticut,USA,San Antonio,8,564,16378,0.475,0.194,3246,14.4
Chris Smith,3,Bridgeport,Connecticut,USA,Minnesota,2,224,3956,0.435,0.366,291,5.1
Will Solomon,2,Hartford,Connecticut,USA,,1,115,1584,0.378,0.298,132,5.1
Greg Stokes,2,New Haven,Connecticut,USA,Sacramento,1,42,384,0.445,0,62,3.1
Corny Thompson,1,Middletown,Connecticut,USA,Dallas,0,44,520,0.314,,120,2.8
Tyson Wheeler,1,New Britain,Connecticut,USA,,0,1,3,1,1,0,4
Jordan Williams,1,Torrington,Connecticut,USA,New Jersey,1,43,635,0.507,,156,4.6
Sly Williams,7,New Haven,Connecticut,USA,Boston,6,305,6617,0.478,0.162,1287,10.9
Demarre Carroll,8,Birmingham,Alabama,USA,San Antonio,10,364,8190,0.451,0.368,1370,11.1
Demarcus Cousins,7,Mobile,Alabama,USA,Los Angeles,9,441,14003,0.46,0.311,4751,16.3
Travis Grant,4,Clayton,Alabama,USA,Los Angeles,1,201,4309,0.524,0.333,819,3.6
Jamychal Green,3,Montgomery,Alabama,USA,Los Angeles,5,131,2475,0.466,0.291,649,9.4
Lamar Green,6,Birmingham,Alabama,USA,New Orleans,5,411,7304,0.43,,2550,5.2
Larry Kenon,10,Birmingham,Alabama,USA,Cleveland,6,752,24510,0.487,0.143,6701,17
Allen Murphy,2,Birmingham,Alabama,USA,Los Angeles,0,31,266,0.37,0,51,2.5
Mario Chalmers,8,Anchorage,Alaska,USA,Memphis,8,580,15824,0.421,0.358,1428,8.9
Jerryd Bayless,9,Phoenix,Arizona,USA,Minnesota,11,513,10904,0.414,0.366,1093,6.1
Alan Williams,2,Phoenix,Arizona,USA,Brooklyn,4,21,167,0.509,,83,3.6
Archie Goodwin,4,Little Rock,Arkansas,USA,Brooklyn,4,153,2212,0.419,0.23,303,6.3
Joe Johnson,16,Little Rock,Arkansas,USA,Houston,16,1171,41861,0.442,0.372,4738,16
Caldwell Jones,17,McGehee,Arkansas,USA,San Antonio,13,1299,35081,0.474,0.123,10685,6.2
Arron Afflalo,10,Los Angeles,California,USA,Orlando,10,671,19106,0.451,0.383,2036,10.8
Bobby Brown,3,Los Angeles,California,USA,,3,119,1472,0.378,0.306,92,4.4
Darren Collison,8,Rancho Cucamonga,California,USA,Indiana,10,514,15155,0.468,0.374,1362,12.5
Coby Dietrick,13,Riverside,California,USA,San Antonio,6,842,16287,0.462,0.194,3772,6.1
Jim Eakins,10,Sacramento,California,USA,San Antonio,1,767,19023,0.504,0,5578,5.5
John Fairchild,4,Encinitas,California,USA,Los Angeles,0,165,2277,0.404,0.368,523,2
Aaron Gordon,3,San Jose,California,USA,Orlando,5,154,3415,0.455,0.296,801,16
Dennis Hamilton,4,Huntington Beach,California,USA,Atlanta,1,144,1861,0.511,0,442,2.9
James Harden,8,Los Angeles,California,USA,Houston,10,562,18771,0.443,0.367,2658,36.1
Solomon Hill,4,Los Angeles,California,USA,Memphis,6,196,4220,0.404,0.325,623,4.3
Darnell Hillman,9,Sacramento,California,USA,Golden State,3,682,17609,0.477,0.167,5187,8.6
Richard Jefferson,16,Los Angeles,California,USA,Denver,16,1107,32963,0.464,0.379,4558,12.6
Brandon Jennings,8,Compton,California,USA,Milwaukee,8,487,15481,0.389,0.348,1506,14.1
Stanley Johnson,2,Los Angeles,California,USA,New Orleans,4,99,2057,0.376,0.303,362,6.9
Kyle Korver,14,Lakewood,California,USA,Phoenix,16,990,26290,0.442,0.429,3071,8.6
Greg Lee,2,Reseda,California,USA,Portland,0,10,98,0.526,,5,1.2
Kawhi Leonard,6,Los Angeles,California,USA,Los Angeles,8,351,10578,0.496,0.391,2198,26.6
Damian Lillard,5,Oakland,California,USA,Portland,7,350,12735,0.43,0.37,1356,25.8
Jeremy Lin,7,Palo Alto,California,USA,Toronto,9,377,10070,0.433,0.345,1051,9.6
Stan Love,4,Los Angeles,California,USA,Los Angeles,3,239,3515,0.44,,929,6.8
Shabazz Muhammad,4,Los Angeles,California,USA,Milwaukee,5,181,3236,0.467,0.303,535,9
James Nunnally,1,San Jose,California,USA,,1,13,165,0.326,0.32,19,2.9
Paul Pierce,19,Oakland,California,USA,Los Angeles,19,1325,45684,0.445,0.369,7487,19.7
Norman Powell,2,San Diego,California,USA,Toronto,4,72,1058,0.451,0.412,149,8.6
Chuck Terry,5,Long Beach,California,USA,New York,2,341,5049,0.419,0.323,818,3.3
Claude Terry,6,Salida,California,USA,Atlanta,1,349,4303,0.468,0.338,499,4
Jan Van Breda Kolff,9,Palos Verdes,California,USA,New Jersey,6,598,13772,0.444,0.282,2572,6
Travis Wear,1,Long Beach,California,USA,Los Angeles,2,51,672,0.402,0.367,106,4
Derrick Williams,6,Bellflower,California,USA,,6,392,8316,0.432,0.293,1605,8.9
Willie Wise,9,San Francisco,California,USA,Seattle,1,552,18438,0.475,0.219,4578,8
Christian Wood,2,Long Beach,California,USA,New Orleans,3,18,148,0.407,0.333,40,8.2
Delon Wright,1,Los Angeles,California,USA,Dallas,4,27,229,0.45,0.385,37,8.7
Tyler Zeller,5,Visalia,California,USA,Memphis,7,313,5827,0.498,0,1441,7.7
Tim Bassett,7,Washington,DC,USA,New Jersey,3,473,11230,0.423,0.286,3148,5.9
Kevin Durant,10,Washington,DC,USA,Brooklyn,12,670,25194,0.486,0.381,4761,26
Johnny Jones,2,Washington,DC,USA,Boston,0,80,924,0.358,0,231,4.2
Patrick Patterson,7,Washington,DC,USA,Oklahoma City,9,439,10609,0.461,0.366,2096,3.6
Thomas Robinson,5,Washington,DC,USA,Los Angeles,5,283,3822,0.456,0,1350,4.9
Trevor Ariza,13,Miami,Florida,USA,Sacramento,15,825,23770,0.428,0.354,3911,12.5
Vince Carter,19,Daytona Beach,Florida,USA,Atlanta,21,1298,41916,0.438,0.372,6000,7.4
Jarell Eddie,1,Tampa,Florida,USA,Chicago,2,26,147,0.308,0.319,23,2.6
Shaler Halimon,5,Tampa,Florida,USA,Atlanta,3,254,3648,0.4,0.111,781,6.7
Chandler Parsons,6,Casselberry,Florida,USA,Atlanta,8,347,11471,0.472,0.378,1741,7.5
Larry Sanders,5,Fort Pierce,Florida,USA,,5,233,4622,0.48,0,1341,6.4
Al-Farouq Aminu,7,Atlanta,Georgia,USA,Orlando,9,472,11066,0.427,0.317,2578,9.4
Malik Beasley,1,Atlanta,Georgia,USA,Denver,3,9,54,0.31,0.308,4,11.3
Jaylen Brown,1,Marietta,Georgia,USA,Boston,3,28,389,0.441,0.324,52,13
Lorenzo Brown,3,Roswell,Georgia,USA,,4,63,834,0.369,0.152,105,2.8
Kentavious Caldwell-Pope,4,Thomaston,Georgia,USA,Los Angeles,6,268,7949,0.408,0.335,799,11.4
Toney Douglas,8,Jonesboro,Georgia,USA,,7,376,7224,0.405,0.359,830,7.6
Derrick Favors,7,Atlanta,Georgia,USA,New Orleans,9,444,11481,0.511,0.111,3213,11.8
Jordan Hill,8,Atlanta,Georgia,USA,Minnesota,8,405,7661,0.497,0.136,2381,7.9
Jordan Mcrae,2,Savannah,Georgia,USA,Washington,3,39,356,0.382,0.39,39,5.9
Jodie Meeks,8,Norcross,Georgia,USA,Toronto,10,429,10341,0.421,0.373,924,6.4
Tim Quarterman,1,Savannah,Georgia,USA,,1,10,34,0.875,0.667,5,1.8
Jim Ard,8,Harvey,Illinois,USA,Chicago,3,431,5766,0.402,0.235,1832,3.5
Roger Brown,5,Chicago,Illinois,USA,Chicago,3,239,2678,0.406,1,835,1.8
Robert Covington,4,Bellwood,Illinois,USA,Minnesota,6,169,4618,0.385,0.354,881,13.3
Scott English,3,Evanston,Illinois,USA,Phoenix,0,105,1560,0.414,0.1,423,3.2
Donnie Freeman,9,Madison,Illinois,USA,Los Angeles,0,648,21026,0.456,0.151,2292,10.8
Richaun Holmes,2,Lockport,Illinois,USA,Phoenix,4,72,1039,0.513,0.234,226,8.2
Kim Hughes,6,Freeport,Illinois,USA,Cleveland,4,425,7881,0.479,,2367,2.7
Andre Iguodala,13,Springfield,Illinois,USA,Memphis,15,928,32527,0.462,0.333,4925,5.7
Dan Issel,15,Batavia,Illinois,USA,Denver,8,1218,41784,0.499,0.204,11133,20.4
Frank Kaminsky,2,Winfield,Illinois,USA,Charlotte,4,108,2384,0.401,0.322,461,8.6
Deandre Liggins,4,Chicago,Illinois,USA,New Orleans,5,76,682,0.445,0.412,106,2
Wayne Molis,2,Chicago,Illinois,USA,New York,0,59,610,0.417,0.667,192,3.5
Jahlil Okafor,2,Chicago,Illinois,USA,New Orleans,4,77,2145,0.509,0.167,495,8.2
Jabari Parker,3,Chicago,Illinois,USA,Atlanta,5,128,4033,0.491,0.336,683,14.5
Flynn Robinson,8,Elgin,Illinois,USA,Los Angeles,6,543,12348,0.456,0.267,1372,14.5
Iman Shumpert,6,Oak Park,Illinois,USA,Houston,8,320,8127,0.397,0.342,1132,7.5
Evan Turner,7,Chicago,Illinois,USA,Atlanta,9,498,14113,0.431,0.304,2538,6.8
Fred Vanvleet,1,Rockford,Illinois,USA,Toronto,3,8,40,0.385,0.333,3,11
Dwyane Wade,14,Chicago,Illinois,USA,Miami,16,881,31367,0.486,0.287,4234,15
Ron Bonham,3,Muncie,Indiana,USA,Boston,1,118,1107,0.388,0,170,6.3
Darrell Elston,2,Tipton,Indiana,USA,Indiana,0,77,1909,0.402,0.167,169,1
Eric Gordon,9,Indianapolis,Indiana,USA,Houston,11,447,15068,0.436,0.389,1127,16.2
Gary Harris,3,Fishers,Indiana,USA,Denver,5,140,3386,0.44,0.324,311,12.9
Gordon Hayward,7,Indianapolis,Indiana,USA,Boston,9,466,14460,0.438,0.359,1901,11.5
Ron Horn,3,Marion,Indiana,USA,Los Angeles,1,32,320,0.292,,78,2.5
George Mcginnis,11,Indianapolis,Indiana,USA,Indiana,6,842,28179,0.458,0.273,9233,17.2
Marshall Plumlee,1,West Lafayette,Indiana,USA,Milwaukee,1,3,27,1,,6,1.9
Zach Randolph,16,Marion,Indiana,USA,Sacramento,17,1008,31857,0.472,0.257,9402,16.6
Marquis Teague,2,Indianapolis,Indiana,USA,Memphis,2,88,835,0.349,0.22,84,2.4
Monte Towe,2,Marion,Indiana,USA,Denver,0,115,985,0.404,0.214,89,2.5
Harrison Barnes,5,Ames,Iowa,USA,Sacramento,7,336,9679,0.449,0.371,1582,16.4
Nick Collison,13,Orange City,Iowa,USA,Oklahoma City,13,884,18453,0.532,0.21,4661,5.9
Ron Baker,1,Hays,Kansas,USA,,2,9,94,0.378,0.235,11,3.1
Willie Cauley-Stein,2,Spearville,Kansas,USA,Sacramento,4,91,1730,0.564,0,408,11.9
Scotty Hopson,1,Hopkinsville,Kentucky,USA,,2,2,7,0,0,0,0.7
Shelvin Mack,6,Lexington,Kentucky,USA,Charlotte,8,305,5266,0.424,0.326,567,7.5
Darius Miller,3,Maysville,Kentucky,USA,New Orleans,5,102,1460,0.42,0.351,131,8.2
Mike Price,3,Russellville,Kentucky,USA,Philadelphia,2,123,1067,0.402,,157,3.3
Rajon Rondo,11,Louisville,Kentucky,USA,Los Angeles,13,669,21945,0.465,0.293,3282,9.2
D'Angelo Russell,2,Louisville,Kentucky,USA,Golden State,4,98,2719,0.408,0.358,335,21.1
Garfield Smith,3,Campbellsville,Kentucky,USA,Boston,1,134,1470,0.437,,438,2.7
Tom Thacker,7,Covington,Kentucky,USA,Boston,3,314,3641,0.36,0.227,822,3.3
Brandon Bass,12,Baton Rouge,Louisiana,USA,Los Angeles,12,720,15962,0.497,0.214,3340,8.7
Markel Brown,2,Pineville,Louisiana,USA,Houston,2,109,1763,0.382,0.297,229,5.2
Don Chaney,12,Baton Rouge,Louisiana,USA,Boston,10,790,18881,0.436,0.2,3147,8.4
Damian Jones,1,Baton Rouge,Louisiana,USA,Atlanta,3,1,9,,,0,5.4
Jimmy Jones,10,Tallulah,Louisiana,USA,Washington,2,686,23463,0.509,0.25,2930,6.4
Steve Jones,9,Alexandria,Louisiana,USA,Portland,0,704,21028,0.444,0.338,2467,6.5
Jarell Martin,2,Baton Rouge,Louisiana,USA,Orlando,4,57,834,0.428,0.333,216,2.7
Jackie Moreland,8,Minden,Louisiana,USA,Detroit,4,582,13617,0.42,0.3,3417,7.7
Elfrid Payton,3,Gretna,Louisiana,USA,New York,5,185,5495,0.435,0.283,720,10.6
Bruce Seals,5,New Orleans,Louisiana,USA,Seattle,2,348,7463,0.423,0.204,1463,10.3
James Silas,10,Tallulah,Louisiana,USA,Cleveland,5,685,20363,0.495,0,2069,14.2
Thaddeus Young,10,New Orleans,Louisiana,USA,Chicago,12,695,21284,0.499,0.33,4103,12.6
Reggie Bullock,4,Baltimore,Maryland,USA,Los Angeles,6,120,1204,0.384,0.341,177,11.3
Dante Cunningham,8,Clinton,Maryland,USA,San Antonio,10,530,11138,0.467,0.297,1979,3
Rudy Gay,11,Baltimore,Maryland,USA,San Antonio,13,746,26573,0.452,0.344,4404,13.7
Jeff Green,9,Cheverly,Maryland,USA,Washington,11,665,21064,0.437,0.337,3200,12.3
Jarrett Jack,11,Fort Washington,Maryland,USA,New York,13,803,22559,0.44,0.346,2296,10.8
Rodney Mcgruder,1,Landover,Maryland,USA,Los Angeles,3,27,691,0.388,0.315,100,7.6
Daniel Ochefu,1,Baltimore,Maryland,USA,Washington,1,6,23,0.2,,5,1.3
Arinze Onuaku,3,Lanham,Maryland,USA,,2,16,118,0.636,,33,1.8
Marvin Webster,10,Baltimore,Maryland,USA,Milwaukee,8,617,13364,0.488,0.286,4218,7.1
Michael Carter-Williams,4,Hamilton,Massachusetts,USA,Orlando,6,193,6257,0.411,0.256,1075,4.8
Terry Driscoll,5,Winthrop,Massachusetts,USA,Milwaukee,4,274,3632,0.419,,1114,4.2
Shabazz Napier,3,Roxbury,Massachusetts,USA,Golden State,5,125,1745,0.362,0.344,180,9.4
Georges Niang,1,Lawrence,Massachusetts,USA,Utah,3,14,75,0.148,0.1,14,4
Noah Vonleh,3,Haverhill,Massachusetts,USA,New York,5,127,1715,0.412,0.282,474,5.1
Devin Booker,2,Grand Rapids,Michigan,USA,Phoenix,4,104,3034,0.419,0.337,265,26.6
John Brisker,6,Detroit,Michigan,USA,Seattle,2,331,9953,0.453,0.321,2152,11.9
Jordan Crawford,4,Detroit,Michigan,USA,New Orleans,5,257,6348,0.405,0.306,665,12.2
Mel Daniels,9,Detroit,Michigan,USA,New York,0,639,22466,0.468,0.088,9528,3.5
Kay Felder,1,Detroit,Michigan,USA,Detroit,2,12,110,0.39,0.5,15,3.8
Bryn Forbes,1,Lansing,Michigan,USA,San Antonio,3,11,53,0.308,0.167,4,11.8
George Gervin,14,Detroit,Michigan,USA,Chicago,9,1060,35597,0.504,0.271,5602,26.2
Manny Harris,3,Detroit,Michigan,USA,Dallas,4,89,1569,0.385,0.358,244,6.2
Neil Johnson,7,Jackson,Michigan,USA,Phoenix,3,380,6417,0.479,0.167,2003,4
Kalin Lucas,1,Sterling Heights,Michigan,USA,Detroit,2,1,6,0,,0,2
Javale Mcgee,9,Flint,Michigan,USA,Los Angeles,11,441,8189,0.545,0.125,2305,12
Dan Roundfield,12,Detroit,Michigan,USA,Washington,10,813,24210,0.482,0.111,7502,15.2
Ralph Simpson,10,Detroit,Michigan,USA,New Jersey,3,705,19623,0.449,0.19,2616,8.4
John Trapp,5,Detroit,Michigan,USA,Philadelphia,4,303,5237,0.42,0,1320,7.4
Denzel Valentine,1,Lansing,Michigan,USA,Chicago,3,20,230,0.27,0.268,36,10.2
Ken Wilburn,2,River Rouge,Michigan,USA,Chicago,1,54,505,0.391,,212,2.6
James Young,3,Flint,Michigan,USA,,3,71,595,0.349,0.253,79,2.3
Cole Aldrich,7,Burnsville,Minnesota,USA,Minnesota,8,282,3148,0.534,,1057,3.1
Alan Anderson,8,Minneapolis,Minnesota,USA,Los Angeles,8,308,6571,0.405,0.345,697,7.3
Jon Leuer,6,Long Lake,Minnesota,USA,Milwaukee,8,283,4264,0.485,0.353,1085,3.8
Mark Olberding,12,Melrose,Minnesota,USA,Sacramento,10,946,23692,0.492,0.122,5033,9.4
Rashad Vaughn,2,Minneapolis,Minnesota,USA,,2,84,1168,0.32,0.308,103,3
Nate Wolters,2,St. Cloud,Minnesota, ,,2,79,1556,0.426,0.261,183,5.5
Isaiah Canaan,4,Biloxi,Mississippi,USA,,5,171,3654,0.369,0.353,327,8.1
Monta Ellis,12,Jackson,Mississippi,USA,Indiana,12,783,27766,0.451,0.313,2749,17.8
Spencer Haywood,13,Silver City,Mississippi,USA,Washington,11,844,29408,0.469,0.053,8675,19.2
Rodney Hood,3,Meridian,Mississippi,USA,Portland,5,154,4348,0.42,0.359,483,11.2
Ed Manning,9,Summit,Mississippi,USA,Portland,3,604,10234,0.448,0.125,2717,5.1
Henry Ward,2,Jackson,Mississippi,USA,San Antonio,0,88,859,0.444,0.261,173,3.1
Bradley Beal,5,St. Louis,Missouri,USA,Washington,7,272,8964,0.429,0.397,981,25.6
Alec Burks,5,Grandview,Missouri,USA,Sacramento,8,259,5965,0.432,0.365,757,8.8
David Lee,12,St. Louis,Missouri,USA,San Antonio,12,778,23304,0.533,0.034,7023,13.5
Patrick Mccaw,1,St. Louis,Missouri,USA,Toronto,3,24,309,0.386,0.359,27,2.6
Jay Miller,4,St. Louis,Missouri,USA,Milwaukee,1,117,1245,0.415,0,205,2.6
Rich Niemann,4,St. Louis,Missouri,USA,Boston,1,187,2922,0.476,,1079,2.8
Willie Reed,2,Kansas City,Missouri,USA,,2,60,672,0.565,0,200,4.9
Brandon Rush,9,Kansas City,Missouri,USA,Minnesota,9,445,9655,0.428,0.402,1328,6.8
C.J. Watson,10,Las Vegas,Nevada,USA,Orlando,10,558,11310,0.42,0.38,1088,7.2
Rick Barry,14,Elizabeth,New Jersey,USA,Houston,9,1020,38153,0.456,0.297,6863,23.2
Marshon Brooks,3,Long Branch,New Jersey,USA,,4,164,2876,0.442,0.326,358,8
Kenneth Faried,6,Newark,New Jersey,USA,Houston,8,376,9872,0.544,0.118,3248,10.4
Randy Foye,11,Newark,New Jersey,USA,Brooklyn,11,700,18282,0.402,0.368,1572,10.3
George Lehmann,7,Riverside,New Jersey,USA,Atlanta,1,376,9712,0.418,0.365,619,3.2
Billy Paultz,15,River Edge,New Jersey,USA,Utah,8,1124,30392,0.497,0,8959,8.5
Karl-Anthony Towns,2,Edison,New Jersey,USA,Minnesota,4,110,3619,0.523,0.335,1175,24.4
Bob Verga,6,Neptune,New Jersey,USA,Portland,0,342,10754,0.438,0.296,1336,5
David West,14,Teaneck,New Jersey,USA,Golden State,14,922,27605,0.492,0.262,6227,13.6
Kyle Anderson,3,New York,New York,USA,Memphis,5,135,1921,0.438,0.339,379,8
Carmelo Anthony,14,New York,New York,USA,,15,929,33723,0.453,0.345,6152,24
Billy Cunningham,11,Brooklyn,New York,USA,Philadelphia,8,770,26844,0.452,0.263,7981,20.8
Len Elmore,10,New York,New York,USA,New York,7,658,12389,0.41,0.2,3360,4.6
Julius Erving,16,Roosevelt,New York,USA,Philadelphia,10,1243,45227,0.506,0.298,10525,22
Jimmer Fredette,5,Glens Falls,New York,USA,Phoenix,7,235,3148,0.412,0.381,236,3.7
Channing Frye,11,White Plains,New York,USA,Cleveland,14,747,17702,0.439,0.39,3579,3.6
Taj Gibson,8,Brooklyn,New York,USA,New York,10,535,13453,0.496,0.043,3412,10.8
Danny Green,8,North Babylon,New York,USA,Los Angeles,10,422,10458,0.429,0.405,1433,10.3
Luther Green,3,New York,New York,USA,Philadelphia,0,90,935,0.383,0,321,0.6
Rudy Hackett,2,Mount Vernon,New York,USA,Indiana,0,28,460,0.411,,91,2.3
Jerry Harkness,3,New York,New York,USA,New York,0,86,1572,0.44,0.2,233,5.8
Tobias Harris,6,Islip,New York,USA,Philadelphia,8,333,9521,0.465,0.326,1903,20
Connie Hawkins,9,Brooklyn,New York,USA,Atlanta,6,616,22232,0.479,0.161,5450,16.5
Art Heyman,6,New York,New York,USA,Philadelphia,2,310,8246,0.427,0.281,1461,10.3
Barry Kramer,2,Schenectady,New York,USA,New York,0,59,563,0.336,0,113,3.6
Dave Newmark,3,Brooklyn,New York,USA,Atlanta,1,176,2228,0.42,,678,5.3
Joakim Noah,10,New York,New York,USA,Memphis,12,596,17365,0.49,0,5575,7.1
Kyle O'Quinn,5,Flushing,New York,USA,Indiana,7,269,3824,0.502,0.23,1166,3.5
Tom Owens,12,Bronx,New York,USA,Detroit,6,877,20836,0.513,0.217,5985,11.5
Marv Roberts,6,Brooklyn,New York,USA,Los Angeles,0,402,7743,0.433,0.333,1570,2.1
John Roche,8,New York,New York,USA,Denver,3,479,12709,0.469,0.355,736,8.4
Charlie Scott,10,New York,New York,USA,Denver,8,717,25524,0.448,0.253,2846,17.9
Al Skinner,6,Mount Vernon,New York,USA,Philadelphia,3,337,7315,0.452,0.273,1100,9.3
Lance Thomas,6,Brooklyn,New York,USA,New York,8,245,4412,0.431,0.394,607,4.5
George Thompson,6,Brooklyn,New York,USA,Milwaukee,0,437,14031,0.465,0.265,1457,10.7
Metta World Peace,17,Queensbridge,New York,USA,Los Angeles,17,977,31348,0.415,0.34,4435,13.2
Jesse Branson,2,Burlington,North Carolina,USA,Philadelphia,0,83,1906,0.427,0.222,550,1
Jim Caldwell,2,Durham,North Carolina,USA,New York,0,137,3085,0.425,0.133,1052,0
M.L. Carr,10,Wallace,North Carolina,USA,Boston,8,678,16390,0.472,0.275,3054,9.7
Seth Curry,4,Charlotte,North Carolina,USA,Dallas,6,73,1385,0.441,0.411,123,7.9
Randy Denton,6,Raleigh,North Carolina,USA,Atlanta,0,413,10184,0.473,0.214,3547,5.3
Montrezl Harrell,2,Tarboro,North Carolina,USA,Los Angeles,4,60,684,0.64,0.333,135,16.6
John Henson,5,Greensboro,North Carolina,USA,Cleveland,7,282,5383,0.534,0,1474,5.6
Bobby Jones,12,Charlotte,North Carolina,USA,Philadelphia,9,941,25728,0.56,0,5739,11.5
Anthony Morrow,9,Charlotte,North Carolina,USA,Chicago,9,538,11956,0.449,0.421,1203,9.4
David Thompson,9,Shelby,North Carolina,USA,Seattle,7,592,19406,0.505,0.255,2446,22.1
Bob Warlick,5,Hickory,North Carolina,USA,Phoenix,3,186,3171,0.401,0,566,7.5
Hassan Whiteside,5,Gastonia,North Carolina,USA,Portland,7,169,4360,0.593,,1816,12.3
Luke Babbitt,7,Cincinnati,Ohio,USA,Miami,7,285,3882,0.401,0.396,648,4.8
Norris Cole,5,Dayton,Ohio,USA,Oklahoma City,6,347,7893,0.409,0.326,691,7
Stephen Curry,8,Akron,Ohio,USA,Golden State,10,524,18217,0.477,0.441,2274,27.3
Lebron James,14,Akron,Ohio,USA,Los Angeles,16,1012,39407,0.498,0.341,7263,27.4
Larry Jones,8,Columbus,Ohio,USA,Philadelphia,1,551,18956,0.453,0.277,2725,9
Kosta Koufos,9,Canton,Ohio,USA,Sacramento,11,531,8529,0.53,0,2569,3.7
Bo Lamar,4,Columbus,Ohio,USA,Los Angeles,0,273,8036,0.411,0.267,739,7.1
